"Screen_Tech","Star Rating Index","screensize (inch)"
"LCD (LED)",4.197746433,23.55275590551181
"LCD (LED)",4.199659215,64.52637795275591
"LCD (LED)",4.200140164,54.61062992125985
"LCD (LED)",4.201837238,74.52992125984252
"LCD (LED)",4.204617779,54.63897637795275
"LCD (LED)",4.208093332,69.49015748031496
"LCD (LED)",4.208860965,64.51889763779526
"LCD (LED)",4.211831723,42.5
"LCD (LED)",4.212460575,18.509055118110236
"LCD (LED)",4.213086542,57.531496062992126
"LCD (LED)",4.215636411,42.514566929133856
"LCD (LED)",4.215701353,42.51417322834646
"LCD (LED)",4.215825445,64.5259842519685
"LCD (LED)",4.21692833,64.51889763779526
"LCD (LED)",4.223624007,49.49803149606299
"LCD (LED)",4.223907359,64.5259842519685
"LCD (LED)",4.22551873,49.4988188976378
"LCD (LED)",4.227886811,57.49566929133858
"LCD (LED)",4.229006903,41.54330708661417
"LCD (LED)",4.23297268,42.514566929133856
"LCD (LED)",4.233024635,42.514566929133856
"LCD (LED)",4.233106759,64.51889763779526
"LCD (LED)",4.23769114,54.63897637795275
"LCD (LED)",4.238721563,74.52992125984252
"LCD (LED)",4.240626143,74.54251968503937
"LCD (LED)",4.248194925,64.52637795275591
"LCD (LED)",4.248770058,54.63897637795275
"LCD (LED)",4.258270182,97.51496062992125
"LCD (LED)",4.276816562,49.49803149606299
"LCD (LED)",4.277735778,74.54330708661418
"LCD (LED)",4.281582861,42.5
"LCD (LED)",4.282140506,74.52992125984252
"LCD (LED)",4.282172102,54.63897637795275
"LCD (LED)",4.283964299,74.54330708661418
"LCD (LED)",4.284977377,84.56023622047243
"LCD (LED)",4.285387548,42.514566929133856
"LCD (LED)",4.292298502,54.64488188976378
"LCD (LED)",4.297937918,41.50433070866142
"LCD (LED)",4.297940618,41.50472440944882
"LCD (LED)",4.301340601,74.49409448818898
"LCD (LED)",4.304579249,54.63897637795275
"LCD (LED)",4.306641283,64.51889763779526
"LCD (LED)",4.30714152,74.52992125984252
"LCD (LED)",4.3090461,74.54251968503937
"LCD (LED)",4.313737887,64.52637795275591
"LCD (LED)",4.313783883,64.5259842519685
"LCD (LED)",4.324288332,84.56023622047243
"LCD (LED)",4.325413976,60.10354330708662
"LCD (LED)",4.326941943,49.463779527559055
"LCD (LED)",4.327098996,54.63897637795275
"LCD (LED)",4.330320508,64.5259842519685
"LCD (LED)",4.332542804,49.4988188976378
